model,method,sft_lr,grpo_kl,exp_name,dataset,step,mean_at_1,mean_at_32
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,450,0.022,0.11292812499999831
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,600,0.015,0.11238749999999814
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,750,0.027,0.1255374999999979
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,900,0.032,0.12803437499999767
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,1050,0.013,0.10034999999999934
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,1200,0.026,0.11737499999999933
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,1400,0.016,0.10489687499999889
Qwen2.5-0.5B,progdistill,sftlr=1e-6,kl=3e-4,balanced-progdistill-sftlr1e-6-grpo-lr1e-6-kl3e-4-seed1,balanced6,1600,0.018,0.09143437499999975
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,150,0.8645937813440321,0.8713108074222659
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,300,0.8796389167502507,0.8875344784353063
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,450,0.8886659979939819,0.8969972417251754
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,600,0.8986960882647944,0.9069897191574717
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,750,0.9027081243731193,0.9142082497492472
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,900,0.9077231695085256,0.9202451103309924
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,1050,0.9097291875626881,0.9247617853560676
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,1200,0.9267803410230692,0.933732447342025
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,1400,0.9297893681043129,0.9373746238716137
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced,1600,0.9327983951855566,0.937431043129388
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,150,0.24,0.3302281250000028
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,300,0.283,0.3454375000000038
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,450,0.289,0.35570625000000344
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,600,0.283,0.3575812500000034
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,750,0.266,0.36193437500000314
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,900,0.272,0.3481968750000033
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,1050,0.309,0.3685625000000035
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,1200,0.315,0.3809562500000032
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,1400,0.271,0.35790000000000327
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced5,1600,0.289,0.36625312500000395
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,150,0.014,0.10759687499999822
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,300,0.006,0.10882187499999824
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,450,0.012,0.10928749999999826
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,600,0.009,0.10972187499999825
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,750,0.01,0.10857499999999824
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,900,0.01,0.10782499999999831
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,1050,0.011,0.10777187499999827
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,1200,0.007,0.10850312499999824
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,1400,0.004,0.10619374999999835
Qwen2.5-0.5B,progdistill,sftlr=3e-5,kl=3e-4,balanced-progdistill-sftlr3e-5-grpo-lr1e-6-kl3e-4-seed1,balanced6,1600,0.005,0.1062437499999983
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,150,0.8004012036108324,0.8224956118355051
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,300,0.8405215646940822,0.850410606820461
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,450,0.8595787362086259,0.8570837512537602
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,600,0.8575727181544633,0.8643336258776321
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,750,0.8565697091273822,0.8684428284854561
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,900,0.8635907723169508,0.87414744232698
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,1050,0.8716148445336008,0.8768555667000999
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,1200,0.8696088264794383,0.8791969658976927
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,1400,0.8716148445336008,0.8806858074222657
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced,1600,0.8615847542627884,0.8829613841524555
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,150,0.203,0.2779281250000004
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,300,0.227,0.29122187500000063
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,450,0.201,0.2804625000000004
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,600,0.203,0.28397500000000025
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,750,0.2,0.2828750000000001
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,900,0.218,0.2922531250000003
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,1200,0.227,0.3161343750000019
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,1400,0.226,0.3101593750000019
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced5,1600,0.244,0.31109375000000195
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,150,0.003,0.10183749999999873
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,300,0.003,0.10341249999999845
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,450,0.005,0.10263437499999854
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,600,0.002,0.10217812499999854
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,750,0.002,0.10209687499999853
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,900,0.003,0.10215312499999853
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,1050,0.005,0.10389062499999843
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,1200,0.002,0.10247812499999852
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,1400,0.002,0.10279374999999848
gemma-3-270m,distill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-distill-lr1e-6-kl3e-3-seed1,balanced6,1600,0.003,0.10339687499999853
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,150,0.8254764292878636,0.8339894684052148
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,300,0.847542627883651,0.8561277582748233
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,450,0.8485456369107321,0.8683707372116355
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,600,0.8525576730190572,0.8722291875626881
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,750,0.8696088264794383,0.8828767552657978
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,900,0.8676028084252758,0.8879952357071199
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,1050,0.8696088264794383,0.8914086008024069
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,1200,0.8906720160481444,0.8977620361083251
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,1400,0.8836509528585758,0.899200727181545
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced,1600,0.8896690070210632,0.9051780341023061
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,150,0.199,0.27894687500000026
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,300,0.197,0.2831218750000007
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,450,0.21,0.28429375000000034
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,600,0.206,0.2821437500000001
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,750,0.174,0.25991249999999844
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,900,0.196,0.2691312499999991
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,1050,0.186,0.26964062499999897
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,1200,0.195,0.2725281249999991
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,1400,0.185,0.27229374999999956
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced5,1600,0.166,0.25752812499999794
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,150,0.001,0.10158749999999862
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,300,0.004,0.10240312499999848
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,450,0.002,0.10224999999999847
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,600,0.004,0.1027437499999985
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,750,0.001,0.10153749999999857
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,900,0.001,0.10181562499999856
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,1050,0.001,0.10125624999999853
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,1200,0.0,0.10155312499999852
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,1400,0.003,0.10139999999999859
gemma-3-270m,distill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-distill-lr1e-6-kl3e-4-seed1,balanced6,1600,0.003,0.10135312499999855
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,150,0.7502507522567703,0.776586008024072
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,300,0.7963891675025075,0.8079613841524577
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,450,0.7833500501504513,0.8166844282848535
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,600,0.827482447342026,0.8282754513540627
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,750,0.7963891675025075,0.8330115346038119
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,900,0.8204613841524574,0.8363402708124382
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,1050,0.8385155466399198,0.841392928786359
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,1200,0.8294884653961886,0.8481507021063187
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,1400,0.8345035105315948,0.8495925275827485
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced,1600,0.847542627883651,0.8517207873620856
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,150,0.204,0.2936968750000014
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,300,0.225,0.3031906250000016
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,450,0.263,0.3302437500000029
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,600,0.269,0.34503125000000306
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,750,0.281,0.3434468750000033
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,900,0.261,0.3459593750000031
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,1050,0.264,0.3494937500000029
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,1200,0.284,0.35680000000000317
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,1400,0.309,0.35928750000000326
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced5,1600,0.3,0.3673593750000033
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,150,0.003,0.10192187499999883
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,300,0.0,0.1025281249999986
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,450,0.006,0.10390937499999842
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,600,0.004,0.10504687499999839
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,750,0.004,0.10505624999999837
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,900,0.006,0.10539999999999838
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,1050,0.005,0.10486249999999835
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,1200,0.006,0.10513124999999837
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,1400,0.006,0.10415937499999837
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-3,balanced-grpo-from-progdistill-lr1e-6-kl3e-3-seed1,balanced6,1600,0.005,0.10509999999999842
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,150,0.7622868605817452,0.7866035606820461
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,300,0.7863590772316951,0.8092182798395176
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,450,0.8194583751253761,0.8256927031093274
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,600,0.8234704112337011,0.8323721163490474
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,750,0.8294884653961886,0.8415715897693082
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,900,0.8214643931795386,0.8458281093279844
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,1050,0.847542627883651,0.8545605566700097
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,1200,0.8415245737211635,0.8612838515546648
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,1400,0.8445336008024072,0.8650921514543631
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced,1600,0.8555667001003009,0.8701479438314947
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,150,0.218,0.2961968750000013
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,300,0.217,0.3094593750000021
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,450,0.247,0.31060937500000196
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,600,0.241,0.3076468750000024
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,750,0.237,0.31342500000000234
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,900,0.245,0.31424687500000187
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,1050,0.245,0.3214343750000025
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,1200,0.231,0.2988437500000017
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,1400,0.237,0.2974312500000015
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced5,1600,0.212,0.29425625000000083
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,150,0.005,0.10221249999999854
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,300,0.001,0.10355624999999848
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,450,0.007,0.10285312499999846
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,600,0.002,0.10279999999999845
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,750,0.001,0.10299374999999845
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,900,0.004,0.10290312499999844
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,1050,0.004,0.10313437499999846
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,1200,0.001,0.10238124999999851
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,1400,0.003,0.1028812499999985
gemma-3-270m,progdistill,sftlr=1e-4,kl=3e-4,balanced-grpo-from-progdistill-lr1e-6-kl3e-4-seed1,balanced6,1600,0.005,0.10202187499999847
